1 1 2
1 2 4
1 3 4
1 4 4
1 5 4
1 6 4
1 7 4
1 8 4
1 9 4
1 10 4
1 11 5
1 12 5
1 13 5
1 14 5
1 15 5
1 16 5
1 17 5
1 18 5
1 19 5
1 20 5
1 21 5
1 22 5
1 23 5
1 24 5
1 25 5
1 26 5
1 27 5
1 28 5
1 29 5
1 30 5
1 31 5
1 32 5
1 33 5
1 34 5
1 35 5
1 36 5
1 37 5
1 38 5
1 39 5
1 40 5
1 41 5
1 42 5
1 43 5
1 44 5
1 45 5
1 46 5
1 47 5
1 48 5
1 49 5
1 50 5
1 51 5
1 52 5
1 53 5
1 54 5
1 55 5
1 56 5
1 57 5
1 58 5
1 59 5
1 60 5
1 61 5
1 62 5
1 63 5
1 64 5
1 65 5
1 66 5
1 67 5
1 68 5
1 69 5
1 70 5
1 71 5
1 72 5
1 73 5
1 74 5
1 75 5
1 76 5
1 77 5
1 78 5
1 79 5
1 80 5
1 81 5
1 82 5
1 83 5
1 84 5
1 85 5
1 86 5
1 87 5
1 88 5
1 89 5
1 90 5
1 91 5
1 92 5
1 93 5
1 94 5
1 95 5
1 96 5
1 97 5
1 98 5
1 99 5
1 100 5
1 101 2
2 1 2
2 2 5
2 3 4
2 4 6
2 5 7
2 6 5
2 7 7
2 8 7
2 9 5
2 10 7
2 11 8
2 12 7
2 13 9
2 14 9
2 15 7
2 16 9
2 17 9
2 18 7
2 19 9
2 20 9
2 21 7
2 22 9
2 23 9
2 24 7
2 25 9
2 26 9
2 27 7
2 28 9
2 29 9
2 30 7
2 31 9
2 32 9
2 33 8
2 34 10
2 35 10
2 36 8
2 37 10
2 38 10
2 39 8
2 40 10
2 41 10
2 42 8
2 43 10
2 44 10
2 45 8
2 46 10
2 47 10
2 48 8
2 49 10
2 50 10
2 51 8
2 52 10
2 53 10
2 54 8
2 55 10
2 56 10
2 57 8
2 58 10
2 59 10
2 60 8
2 61 10
2 62 10
2 63 8
2 64 10
2 65 10
2 66 8
2 67 10
2 68 10
2 69 8
2 70 10
2 71 10
2 72 8
2 73 10
2 74 10
2 75 8
2 76 10
2 77 10
2 78 8
2 79 10
2 80 10
2 81 8
2 82 10
2 83 10
2 84 8
2 85 10
2 86 10
2 87 8
2 88 10
2 89 10
2 90 8
2 91 10
2 92 10
2 93 8
2 94 10
2 95 10
2 96 9
2 97 10
2 98 10
2 99 9
2 100 10
2 101 3
3 1 2
3 2 2
3 3 7
3 4 11
3 5 11
3 6 7
3 7 11
3 8 13
3 9 8
3 10 12
3 11 10
3 12 10
3 13 9
3 14 14
3 15 12
3 16 13
3 17 12
3 18 9
3 19 15
3 20 15
3 21 10
3 22 11
3 23 16
3 24 10
3 25 14
3 26 12
3 27 9
3 28 16
3 29 16
3 30 12
3 31 14
3 32 14
3 33 10
3 34 14
3 35 14
3 36 12
3 37 14
3 38 16
3 39 14
3 40 16
