1 1 19
1 2 20
1 3 20
1 4 18
1 5 18
1 6 20
1 7 20
1 8 19
1 9 20
1 10 20
1 11 20
1 12 20
1 13 20
1 14 20
1 15 20
1 16 20
1 17 20
1 18 20
1 19 20
1 20 20
1 21 20
1 22 20
1 23 20
1 24 20
1 25 20
1 26 20
1 27 20
1 28 19
1 29 19
1 30 20
1 31 20
1 32 20
1 33 20
1 34 20
1 35 20
1 36 20
1 37 20
1 38 20
1 39 20
1 40 20
1 41 20
1 42 20
1 43 20
1 44 20
1 45 20
1 46 20
1 47 20
1 48 20
1 49 20
1 50 20
1 51 20
2 1 2
2 2 52
2 3 52
2 4 51
2 5 51
2 6 52
2 7 52
2 8 51
2 9 52
2 10 52
2 11 52
2 12 52
2 13 52
2 14 52
2 15 52
2 16 52
2 17 52
2 18 52
2 19 52
2 20 52
2 21 52
2 22 52
2 23 52
2 24 52
2 25 52
2 26 52
2 27 52
2 28 51
2 29 50
2 30 52
2 31 52
2 32 52
2 33 52
2 34 52
2 35 52
2 36 52
2 37 52
2 38 52
2 39 52
2 40 52
2 41 52
2 42 52
2 43 52
2 44 52
2 45 52
2 46 52
2 47 52
2 48 52
2 49 52
2 50 52
2 51 52
3 1 2
3 2 2
3 3 92
3 4 93
3 5 93
3 6 93
3 7 92
3 8 93
3 9 93
3 10 93
3 11 93
3 12 93
3 13 93
3 14 93
3 15 93
3 16 93
3 17 89
3 18 93
3 19 93
3 20 92
3 21 93
3 22 92
3 23 93
3 24 93
3 25 93
3 26 93
3 27 92
3 28 93
3 29 93
3 30 93
3 31 94
3 32 94
3 33 93
3 34 93
3 35 93
3 36 92
3 37 93
3 38 94
3 39 93
3 40 93
3 41 93
3 42 93
3 43 93
3 44 94
3 45 93
3 46 92
3 47 93
3 48 92
3 49 92
3 50 93
3 51 91
4 1 2
4 2 2
4 3 2
4 4 127
4 5 128
4 6 127
4 7 127
4 8 130
4 9 127
4 10 130
4 11 130
4 12 130
4 13 128
4 14 130
4 15 129
4 16 130
4 17 127
4 18 130
4 19 128
4 20 127
4 21 129
4 22 128
4 23 129
4 24 128
4 25 130
4 26 130
4 27 126
4 28 129
4 29 130
4 30 128
4 31 130
4 32 130
4 33 129
4 34 128
4 35 129
4 36 127
4 37 128
4 38 130
4 39 128
4 40 129
4 41 130
4 42 130
4 43 128
4 44 130
4 45 128
4 46 127
4 47 129
4 48 127
4 49 129
4 50 129
4 51 129
5 1 2
5 2 2
5 3 2
5 4 2
5 5 164
5 6 163
5 7 163
5 8 164
5 9 163
5 10 164
5 11 164
5 12 164
5 13 164
5 14 164
5 15 164
5 16 164
5 17 163
5 18 164
5 19 164
5 20 163
5 21 164
5 22 163
5 23 164
5 24 164
5 25 164
5 26 164
5 27 161
5 28 164
5 29 164
5 30 164
5 31 164
5 32 164
5 33 164
5 34 164
5 35 164
5 36 163
5 37 164
5 38 164
5 39 164
5 40 164
5 41 164
5 42 164
5 43 164
5 44 164
5 45 164
5 46 163
5 47 163
5 48 163
5 49 163
5 50 164
5 51 163
6 1 2
6 2 2
6 3 2
6 4 2
6 5 2
6 6 204
6 7 204
6 8 205
6 9 204
6 10 205
6 11 205
6 12 205
6 13 205
6 14 205
6 15 205
6 16 205
6 17 205
6 18 205
6 19 205
6 20 204
6 21 205
6 22 203
6 23 205
6 24 205
6 25 205
6 26 206
6 27 204
6 28 205
6 29 205
6 30 205
6 31 206
6 32 205
6 33 205
6 34 205
6 35 205
6 36 205
6 37 205
6 38 206
6 39 205
6 40 204
6 41 205
6 42 206
6 43 206
6 44 205
6 45 205
6 46 205
6 47 205
6 48 204
6 49 204
6 50 205
6 51 204
7 1 2
7 2 2
7 3 2
7 4 2
7 5 2
7 6 2
7 7 240
7 8 242
7 9 241
7 10 242
7 11 241
7 12 239
